title,text,llm_justification,Monetary_Financial,Inflation_Prices,Real_Economic_Activity,Labor_Consumption,Fiscal_Government,External_Sector
"OECD says protracted war could drag on global growth, push up inflation","Exports are set to benefit from lower U.S. tariffs and a competitive tech sector, although a property slump remains a drag.",The text contains two contrasting macro signals: an external trade advantage and a domestic real estate contraction.,0.0,0.0,2.0,0.0,0.0,1.0
"OECD says protracted war could drag on global growth, push up inflation","Japan is expected to be among the hardest-hit by trade disruptions linked to the Gulf conflict, with growth slowing from 1.1% in 2025 to 0.6% in 2026 before edging up to 0.8% in 2027, a downgrade from March.",Explicit sovereign GDP downgrade driven by exogenous geopolitical conflict causing trade blockages and a sharp deceleration of national output.,0.0,0.0,2.0,0.0,0.0,2.0
"OECD says protracted war could drag on global growth, push up inflation","While subsidies will help cushion the energy shock, the OECD said Japan needs a ""clear and credible"" plan to rein in public finances over the medium term as interest rates rise.","The sentence highlights an energy shock contributing to higher costs (inflation/external negative), rising interest rates tightening monetary conditions, and a fiscal warning from the OECD indicating unsustainable public finances. Together, these imply systemic stress in inflation, external balance, monetary, fiscal, and real economic activity, while labor is unaddressed.",2.0,2.0,2.0,0.0,2.0,2.0
Raja of Perlis urges state govt to boost innovations to weather economic challenges,"KANGAR: The Perlis government must explore innovative approaches suited to local potential to address increasingly complex economic challenges, says the Raja of Perlis Tuanku Syed Sirajuddin Jamalullail.","The statement is a general aspirational call for action from a regional monarch, containing no specific policy announcement, economic data, or directional market signal for any of the defined macro domains.",0.0,0.0,0.0,0.0,0.0,0.0
Raja of Perlis urges state govt to boost innovations to weather economic challenges,"Tuanku Syed Sirajuddin said this includes strengthening high-value sectors, attracting strategic investments, and leveraging geographical advantages as well as existing resources.","The statement describes a policy vision focused on strengthening high-value sectors and attracting strategic investments, which indicates expansionary structural development for national economic activity. No explicit signals are provided for other macro dimensions.",0.0,0.0,1.0,0.0,0.0,0.0
Raja of Perlis urges state govt to boost innovations to weather economic challenges,"His Royal Highness said the approaches adopted should be based on best practices that have proven successful, whether domestically or internationally, while taking into account the state's specific context.","The statement is a generic, principle-based remark with no specific economic data, policy change, or directional signal for any macro domain.",0.0,0.0,0.0,0.0,0.0,0.0
Raja of Perlis urges state govt to boost innovations to weather economic challenges,"""Focus should be given to high-impact initiatives capable of generating long-term returns, rather than short-term programmes that offer limited value to the state's economy,"" he said in his royal address at the opening of the fourth term of the Perlis State Legislative Assembly sitting at Kompleks Seri Putra here on Wednesday (June 3).","The statement is a generic policy aspiration with no concrete macroeconomic data, announcement, or binding directive that alters current economic conditions or market expectations. It does not provide measurable directional signals for any of the six macro dimensions.",0.0,0.0,0.0,0.0,0.0,0.0
Raja of Perlis urges state govt to boost innovations to weather economic challenges,"Also in attendance was the Raja Perempuan of Perlis, Tuanku Tengku Fauziah Tengku Abdul Rashid.","The sentence is purely a ceremonial/social statement about a royal figure's attendance. It contains no economic, financial, or market data and does not reference any of the six macro domains.",0.0,0.0,0.0,0.0,0.0,0.0
Raja of Perlis urges state govt to boost innovations to weather economic challenges,"The Raja Muda of Perlis, Tuanku Syed Faizuddin Putra Jamalullail, and the Raja Puan Muda of Perlis, Tuanku Dr Hajah Lailatul Shahreen Akashah Khalil, were also present.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
Raja of Perlis urges state govt to boost innovations to weather economic challenges,"Tuanku Syed Sirajuddin also emphasised the importance of efforts to generate state revenue and to explore new, more sustainable and resilient sources of income.","The sentence focuses on efforts to generate state revenue and explore sustainable income sources, which is a fiscal government signal with positive direction.",0.0,0.0,0.0,0.0,1.0,0.0
Raja of Perlis urges state govt to boost innovations to weather economic challenges,"Meanwhile, His Royal Highness stressed that all expenditure must be carried out prudently, transparently and with integrity, while delivering maximum returns to the people in the implementation of development projects in Perlis.","The statement is a general governance principle about fiscal prudence and development outcomes, lacking any specific macro-economic data point, institutional mandate shift, or directional movement. No domain receives a systemic signal.",0.0,0.0,0.0,0.0,0.0,0.0
Raja of Perlis urges state govt to boost innovations to weather economic challenges,"""I am of the view that true progress is not measured solely by figures, but by the level of well-being genuinely experienced by all segments of society.","The statement is a philosophical abstraction about societal well-being and measurement philosophy containing no actionable macroeconomic signals, data points, or directional economic indicators.",0.0,0.0,0.0,0.0,0.0,0.0
